43144,43144,11095,11874,11506,11114,11093,11743,11012,11705,11092,11291,11101,11746,08119,18208,11809,11301,01052,18398,11935,11949
43158,43158,19337,19351,14352,14355,14037,14550,14551,14049,19868,19163,18372,43026,14034,14050,04047,19283,14628,19335,19336,14155
43215,43215,04640,11196,11778,35179,11724,11725,03959,16112,09057,42178,11923,19159,20015,11518,19303,11826,11345,04636,03021,22247
25040,25040,19100,15149,42196,16085,19103,11533,18320,19104,11040,11716,11937,11001,11379,18286,19524,01013,06483,05087,15150,11038
25041,25041,09012,04021,14545,25033,06443,01067,19366,44203,06528,19312,42181,09252,27002,11028,04635,03188,19263,09020,11209,06174
25043,25043,14426,25003,14557,03184,18295,08503,43372,02026,14196,35192,25035,12166,35193,11663,16129,16121,19154,08102,16055,12195
25045,25045,12220,16049,18266,06122,14224,12062,12063,12563,12061,02024,18267,16113,16117,18261,19304,19079,12065,12565,16126,01118
25046,25046,18457,18236,25037,18228,18012,18080,18029,18030,19814,20084,20640,20634,20628,08090,20645,18150,19047,18272,20047,18013
25048,25048,18398,18257,18241,03044,18330,09068,09281,11935,11949,11308,06967,09278,09111,06472,11955,09219,08119,11977,09220,15041
27000,27000,06500,05070,03135,11176,11773,05066,11860,11476,05141,05061,11878,11519,19400,19070,01072,05008,05069,11471,07017,06409
27001,27001,03297,06149,11081,11734,21465,11080,21466,07039,04022,01069,06043,15162,03098,09091,06049,09092,09267,11657,09269,09090
27002,27002,06528,06443,11028,09012,44203,19366,01067,04635,06449,09020,06174,03289,14545,09135,09254,19300,20006,09161,06495,90240
43245,43245,08192,42265,42261,08544,42297,08060,13323,11643,01017,06027,08484,18951,08061,09026,25027,09036,11810,11303,06468,03050
43269,43269,01203,19095,19899,19898,19088,19270,11963,06167,11964,14436,19114,01219,03092,09193,15160,18095,43528,43306,11143,01055
43274,43274,19090,11667,01006,43306,01056,18953,01140,22956,18147,11963,06167,18238,43269,08227,43528,15160,19088,08123,01132,19089
43299,43299,16418,01117,19087,01119,19115,09211,01121,01118,18251,06080,19418,19079,43364,09094,16126,16024,16122,16422,16423,19056
43306,43306,01140,43528,43274,06167,18147,19090,01131,01123,15160,11667,01132,18953,01129,18238,43269,08227,11061,11731,11144,11764
43311,43311,11906,11907,11911,11912,06194,11901,11902,14543,11905,14297,11900,11833,11367,09340,09262,11590,14288,09257,14028,09253
43329,43329,04030,03121,09046,43599,04018,22905,05140,09283,11050,06402,06412,42171,06461,06463,20016,09099,20014,11857,11642,20020
43343,43343,14204,06076,14631,06075,16010,20033,20132,16017,16317,11413,16088,19177,11442,16107,19188,19031,09297,16041,16341,08120
43345,43345,11875,11508,11517,11655,11548,11125,11757,11131,11760,13325,11124,25012,11876,11510,11846,11424,11236,11791,11782,11130
43346,43346,03152,14341,03133,11603,09153,03164,14267,03158,03187,09317,03174,09154,03221,09401,03115,11134,03191,03167,03132,19137
43350,43350,11439,11008,11702,12167,11010,11703,11007,11830,11364,11429,44158,09167,16081,16381,16053,16353,09259,11356,20005,20062
43364,43364,42227,19096,01117,19115,09310,11382,01119,43299,09309,16418,42200,21413,12029,12529,21028,21412,19152,19109,01121,07953
43369,43369,07051,01104,14639,01079,01085,16227,01082,18317,01105,01103,16139,01057,01086,03864,03930,01106,03841,03953,19190,04134
43372,43372,25003,14426,25043,14557,03184,02026,11284,14424,08503,18295,35192,25035,12166,16129,16121,14196,35193,16055,12195,12695
43378,43378,10124,10862,10882,10926,10916,10878,15015,10870,10921,10927,10876,15016,10895,10883,10928,10917,07064,10879,15017,10901
43387,43387,11148,11765,11152,03283,05022,11271,11799,11086,11147,03108,02044,03109,11161,11644,11863,11232,11789,11165,11446,11208
43388,43388,09183,09121,09119,09315,14282,11352,09059,14243,09124,09130,09123,03265,11402,09120,11354,03167,09137,03147,11850,11431
43393,43393,08148,08144,08402,19111,20011,16043,16343,16039,16044,19348,16097,16397,19019,08120,18429,11105,11747,11104,09298,08114
43401,43401,06045,16063,16363,06449,06474,16070,16370,04635,16086,16386,20062,09270,01067,19294,11356,09161,11026,11226,09135,23139
43404,43404,09126,09154,09123,03167,09128,09124,03265,09130,03117,14243,14282,09152,09153,09137,09400,09120,43388,14238,11354,14242
43441,43441,18044,18059,18037,18045,18050,18384,18038,18060,18049,18055,18047,18048,18061,18231,18190,18283,18009,18345,21306,18198
43450,43450,19152,19162,06124,16080,19279,01211,21412,19143,19126,21400,21008,18108,19096,14558,19135,01174,03686,03690,21028,03712
43514,43514,14302,03112,14383,11900,14462,11901,11902,11905,11829,11363,11906,11907,11365,11831,06194,09434,14292,43311,14028,14543
43528,43528,43306,06167,15160,01140,18147,01129,01131,01123,11144,11764,43269,03093,18095,11888,11547,11252,03092,08227,11143,11884
43541,43541,01054,08426,19089,22956,01050,11192,08125,08437,08133,08425,08131,01056,06004,21018,08129,08423,11053,11723,01138,06190
43570,43570,08491,08083,08348,08138,08013,08495,08073,08048,08297,08476,08298,08047,08318,08501,08076,08272,08124,08225,08553,08039
43595,43595,06050,11312,03154,03066,06066,11814,11313,14119,09022,14633,06077,09021,25030,06025,09246,08418,08414,08419,03083,03068
43599,43599,04018,43329,04030,03121,04017,09046,11941,11946,09042,22905,11050,05140,09283,42171,06412,06402,11857,11642,09099,06463
44005,44005,04654,04543,04651,04652,04034,04513,04544,04058,04528,19230,42193,42140,23608,04518,01206,19009,04042,09286,04502,09442
35155,35155,11954,11897,11602,11205,11025,11711,09131,09217,13320,09048,11932,11933,14605,06036,05277,11870,11493,09072,11885,11531
35156,35156,18326,09181,11918,11919,04585,04611,04610,03209,09032,04614,04612,04613,04631,11250,22955,25031,03286,08297,08298,11821
35161,35161,13355,23136,13381,21465,23127,23121,23142,23125,05041,23134,23118,23116,23119,23126,23140,23135,23099,23133,13862,23117
35167,35167,15062,15058,15067,35168,10007,10006,15065,15057,10193,15017,10089,10082,15099,15126,15028,15060,10192,10123,15016,15127
35168,35168,15065,15099,15067,10193,15058,10045,10030,15057,03246,10029,10037,10192,10180,10178,10179,10028,10034,15017,35167,03245
35179,35179,11923,16157,11752,43215,04640,42178,09092,19896,09091,17096,19905,09090,17101,01069,11826,11345,09167,19183,16069,09260
44061,44061,16014,14228,01060,16040,14192,20019,18076,08054,19165,14353,14366,18036,16042,01151,48052,16127,01058,44260,19125,19086
44158,44158,16081,16381,20005,06474,06049,16063,16363,20004,11082,20088,16053,16353,11657,43401,06149,03297,06045,20131,20062,01069
44203,44203,09012,19366,09020,11028,06443,06174,06528,03289,27002,19263,14545,01067,19300,11911,11912,09254,20522,20032,20089,06489
44258,44258,02033,01091,01155,01094,12023,03964,01113,02010,01038,01115,03181,01204,42055,14422,35194,06103,03185,08104,03189,01033
44260,44260,48052,15152,19355,20019,14228,14192,16040,06094,01060,18076,44061,12078,20001,16147,16016,16027,18064,16014,19165,19003
47011,47011,42055,25016,43372,25003,01155,25043,01091,12023,01094,03964,02010,01115,03181,02033,35194,14426,03184,03185,06103,03189
48052,48052,44260,15152,19355,20019,14228,14192,16040,06094,44061,01060,18076,19165,20001,16147,12078,16016,16027,16014,18064,06958
90240,90240,06445,09254,20006,06495,20013,09135,19300,15172,08299,14096,19202,20316,20030,06116,06494,14305,09016,20037,20445,20545
35192,35192,12166,25035,16129,02026,08503,14557,16121,01186,18295,16055,12195,12695,35193,19071,16417,16118,18267,12065,12565,16108
35193,35193,12166,35192,25034,01168,18295,08503,14557,25035,16129,01186,02026,16121,16055,14196,12195,12695,03184,19071,16417,16118
35194,35194,01115,03181,03185,03189,08104,19154,11663,03184,08102,14196,01166,12023,01167,06103,01165,18295,08503,14557,35193,25043
36617,36617,15155,09259,18235,19039,19404,11007,25036,18167,18949,12087,12588,12086,12586,18252,12085,12585,19076,11298,42230,05321
36618,36618,11196,11778,09131,11205,11983,09048,11932,11933,05070,35155,05069,05066,03135,05008,11954,11471,05007,05056,09009,18313
42055,42055,47011,12023,25016,01155,01091,01094,01115,43372,03181,03964,35194,02010,03185,06103,03189,08104,25043,03184,02033,25003
42074,42074,09309,03685,19132,03216,43364,19279,19096,16115,03694,03681,19152,16116,19120,42227,01117,03712,11445,06124,21008,16117
42100,42100,08015,08046,08039,08305,08034,08076,08029,08053,42240,08073,08584,08002,08130,08436,08132,08417,01002,01001,01145,03274
42140,42140,19230,01206,09442,19009,04058,04528,21138,01074,09340,01205,09079,20065,23608,20010,21026,09262,04544,09286,01070,11626
13381,13381,23136,23127,23125,23118,23099,23116,23126,23134,23135,23117,23121,23140,23142,23133,23141,23119,23105,23120,23107,23131
13382,13382,13150,13373,23563,23614,23602,13055,13388,13352,13383,23096,13361,13812,23081,13980,13317,23084,13351,13810,13943,13364
13383,13383,23096,13980,13982,23098,13285,23084,13351,23086,13501,23081,13352,23075,23083,13500,23082,23069,23071,23085,23097,23077
13384,13384,23097,13981,23085,13285,23098,23070,13354,23082,23086,13982,13502,23083,13500,13351,23079,23091,23096,13383,23080,13980
13388,13388,13886,13869,13361,13069,23558,13368,13888,13884,13364,13345,13897,13865,13398,13893,23622,13317,13415,13878,13796,13367
13391,13391,13439,13445,13930,13451,23569,23600,23606,13394,23638,13442,23570,23568,13448,23610,13454,23571,05186,23617,13918,13910
13394,13394,23606,23638,23600,23610,13448,13442,13454,23629,13445,13439,13391,23588,23617,23626,13451,23616,23569,23568,10979,13930
13398,13398,13893,23622,13407,23605,13415,13878,23558,13869,13364,13421,13345,13424,13890,13368,13884,23557,13888,13069,23598,13418
14157,14157,14130,14121,19206,19360,14636,09256,02053,14143,14151,06480,06475,06476,14552,14237,14006,14350,14003,12116,09257,09018
14175,14175,16028,19076,19085,16029,19080,14229,05190,19124,19069,16172,18949,18226,19019,20011,08114,08144,05184,17129,11104,19235
14181,14181,20481,12179,15138,19184,19350,20129,19361,14626,12109,12104,42182,14625,18042,20646,12117,20108,20125,16072,16372,19083
14192,14192,20019,14228,01060,44061,16040,18076,48052,44260,16014,15152,16147,06094,19165,01151,08054,25038,19355,14353,14366,01058
14196,14196,11663,19154,03184,08102,18295,08503,14557,03189,35193,12166,25035,35192,08104,03185,02026,35194,01167,01166,25043,16129
14201,14201,14370,14144,14145,14147,14148,14149,14381,14400,14209,20055,04659,20027,14640,14414,02052,14367,14376,19335,19336,19173
14202,14202,14210,14461,16125,14627,06413,06125,14628,08101,20055,14201,06013,14209,14370,14460,14003,20032,14414,02052,14145,14144
11278,11278,11280,03091,21461,11119,21462,01055,11056,09193,11729,09194,01049,09195,11714,14436,11281,11804,03092,16059,19270,09292
11279,11279,11803,11281,11804,11119,15151,06359,12152,12652,09149,06010,06011,07006,11032,04023,15157,14347,11656,19265,07058,06164
11280,11280,11278,11119,03091,21462,21461,11281,11804,09194,11056,01049,11729,01055,16059,09292,11279,11803,11714,21409,04023,09195
11281,11281,11804,11119,11279,11803,11280,04023,06359,06010,06011,21462,11032,18082,03122,15157,15151,09149,03091,22957,16059,14347
11282,11282,11283,11805,19297,11290,11807,11889,12119,09017,11895,11594,16166,14290,11149,11216,02047,12108,19142,20641,06119,43021
11283,11283,11805,11282,12119,09017,19297,11290,11807,16166,06119,19142,02047,20068,20420,22908,20635,20624,20629,20641,11216,43021
11284,11284,02024,09211,18266,12220,14224,06122,25045,16113,16049,16117,12063,12563,12061,12062,18267,16118,16417,16108,19071,12065
11285,11285,11852,11438,11104,16044,11105,11747,16039,16043,16343,19111,19233,09298,19348,16137,19235,19201,08402,19234,08148,09297
11288,11288,11806,12117,19866,20129,11216,20108,20125,42182,20481,12104,19349,12179,20646,19083,14181,09011,16072,16372,19350,15138
11289,11289,16103,11565,11808,11299,11890,11567,11104,19068,16172,19233,16029,19235,19124,19069,43046,06176,19367,11290,11807,06175
11290,11290,11807,14290,12119,11282,16166,11283,11805,11890,11567,43142,12108,20444,06112,16082,16328,16120,10099,02047,16034,20641
11291,11291,11101,11746,43144,11095,11093,11743,11874,11506,11092,11114,11012,11705,11744,11094,11809,11301,11948,18208,22954,01052
11292,11292,11869,11491,03073,03282,11117,11754,04665,11894,11584,04128,03303,03085,11156,09032,03084,04612,04614,04613,04610,04585
11297,11297,11893,11577,11162,11768,11245,11087,11736,11457,11891,11569,11827,11351,11251,11514,11512,22953,11647,11461,11253,11203
11298,11298,09259,19411,19045,15155,11007,18235,19404,36617,19811,18949,19422,16028,11439,43350,19076,12087,11141,11808,11299,14175
11800,11800,11273,11223,11786,11203,11208,11165,11253,11816,11161,11422,11891,11569,03109,11645,11087,11736,03108,11086,11271,11799
11803,11279,11803,11281,11804,11119,15151,06359,12152,12652,09149,06010,06011,07006,11032,04023,15157,14347,11656,19265,07058,06164
11804,11281,11804,11119,11279,11803,11280,04023,06359,06010,06011,21462,11032,18082,03122,15157,15151,09149,03091,22957,16059,14347
11805,11283,11805,11282,12119,09017,19297,11290,11807,16166,06119,19142,02047,20068,20420,22908,20635,20624,20629,20641,11216,43021
11806,11288,11806,12117,19866,20129,11216,20108,20125,42182,20481,12104,19349,12179,20646,19083,14181,09011,16072,16372,19350,15138
11807,11290,11807,14290,12119,11282,16166,11283,11805,11890,11567,43142,12108,20444,06112,16082,16328,16120,10099,02047,16034,20641
11808,11808,11299,11565,11289,16103,11890,11567,19045,11564,11104,11285,19233,19068,11830,11364,16172,16029,11851,11436,11290,11807
11809,11809,11301,11818,11327,11114,11012,11705,11300,11092,09282,22906,09176,01052,22954,11095,11093,11743,08119,18362,18208,06070
11810,11810,11303,06027,09063,09026,09036,09033,01017,11643,03050,25027,09027,06018,13323,11945,06468,11812,11306,18401,18951,18237
11811,11811,11305,11247,11795,11557,11015,11707,18330,11529,11304,09291,06425,11011,09220,06931,18241,11019,11709,11940,09064,06472
11812,11812,11306,06468,01053,25027,13323,11643,11887,11546,06027,06471,11578,06099,09026,09036,01017,18951,11810,11303,09063,09033
11813,11813,04020,06192,09237,11888,11547,11144,11764,03077,11252,06015,11061,11731,11060,06426,09105,18147,09326,11884,11530,03093
11814,11814,11313,14633,14119,11312,06025,03154,09246,06050,03068,03066,06066,43595,09022,03296,09021,25030,03059,06077,03083,11213
11816,11816,03109,11223,11786,11165,11800,11273,03108,11422,11203,11161,11208,11253,11271,11799,11086,11645,03283,11148,11765,11891
11817,11817,11323,11647,11457,11461,11251,11514,11827,11351,11893,11577,11207,11854,11458,11270,11485,11892,11575,11162,11768,14309
11818,11818,11327,22906,06070,09282,09176,18362,11809,11301,22954,11012,11705,11861,11478,11858,11468,11300,01052,09277,11114,18208
11819,11819,09226,11977,09111,11809,11301,11979,11935,11949,11114,08119,09278,11093,11743,11092,11095,09281,09219,11012,11705,09282
13407,13407,23605,23622,13893,13398,13415,13878,23558,13424,23598,13421,13418,13890,23590,13364,13869,13156,23557,13345,13368,13884
13415,13415,13878,13893,13421,13398,13407,23605,23622,13424,23558,13869,13364,13156,13865,13890,13892,13884,13368,13888,13347,13418
13418,13418,23590,23598,13424,07043,13407,23605,13350,13434,13156,13428,13421,13415,13893,13878,23557,13890,13347,17014,23622,13398
13421,13421,13878,13415,13893,13424,13156,13892,13407,23605,13865,13398,23622,13864,23558,13890,13884,23590,13888,13368,13418,23598
13424,13424,23590,13418,23598,13421,13878,13415,13407,23605,13156,13893,07043,13428,13347,13890,13434,13398,23622,23557,13350,13864
13428,13428,13434,13156,13864,13424,23590,13890,13418,23598,13892,13421,07043,13878,13415,13893,13884,13888,13407,23605,13368,13347
14203,14203,14214,14218,16099,18076,14228,20019,48052,15152,44260,16040,14192,14353,14366,19355,16147,18064,06094,19165,44061,16027
14204,43343,14204,06076,14631,06075,16010,20033,20132,16017,16317,11413,16088,19177,11442,16107,19188,19031,09297,16041,16341,08120
14209,14209,14201,14144,14381,14147,14148,14149,14145,14370,14400,20055,04659,20027,14640,02052,14414,14367,14376,14146,19173,19099
14210,14210,14202,14461,16125,14627,06413,06125,14628,08101,20055,14201,06013,14209,14370,14460,14003,20032,14414,02052,14145,14144
14214,14203,14214,14218,16099,18076,14228,20019,48052,15152,44260,16040,14192,14353,14366,19355,16147,18064,06094,19165,44061,16027
14218,14218,14203,14214,16099,18076,14228,20019,48052,44260,14353,14366,15152,16040,14192,19355,16147,18064,19165,06094,44061,01060
14224,14224,18266,18267,12220,12063,12563,25045,12061,02024,19071,12065,12565,16049,16118,16417,12062,06122,16117,16108,16113,19304
14228,14228,14192,20019,44061,01060,16040,18076,44260,48052,16014,15152,19165,16147,08054,06094,19355,01151,14353,14366,25038,03269
14229,14229,19069,08114,05190,19085,19124,20130,16029,16028,14175,08144,20011,17117,19076,17108,16172,05184,19080,19019,17129,43130
14236,14236,16167,16107,16089,16390,16090,43343,14204,43135,16088,06075,06076,14631,12016,12516,16097,16397,16010,16149,19031,20077
14237,14237,14006,14003,06475,06476,14143,14151,14552,14350,12116,02052,08101,19116,14367,14376,19172,19108,19206,14416,19173,14146
11301,11809,11301,11818,11327,11114,11012,11705,11300,11092,09282,22906,09176,01052,22954,11095,11093,11743,08119,18362,18208,06070
11303,11810,11303,06027,09063,09026,09036,09033,01017,11643,03050,25027,09027,06018,13323,11945,06468,11812,11306,18401,18951,18237
11304,11304,11707,11011,06931,11811,11305,09064,06425,03118,03128,11329,11557,09291,11940,11247,11795,07053,11015,03047,09066,11019
11305,11811,11305,11247,11795,11557,11015,11707,18330,11529,11304,09291,06425,11011,09220,06931,18241,11019,11709,11940,09064,06472
11306,11812,11306,06468,01053,25027,13323,11643,11887,11546,06027,06471,11578,06099,09026,09036,01017,18951,11810,11303,09063,09033
11308,11308,03044,09068,06967,06472,11015,11529,09219,18330,09220,11247,11795,09278,09281,11557,11811,11305,11019,11709,18257,11935
11299,11808,11299,11565,11289,16103,11890,11567,19045,11564,11104,11285,19233,19068,11830,11364,16172,16029,11851,11436,11290,11807
11300,11300,11112,09176,11809,11301,11858,11468,11861,11478,11979,22954,06070,11818,11327,09277,09112,22906,11092,11744,11948,11094
11312,11312,03154,06050,11814,11313,14119,14633,03066,06066,06025,09022,43595,09246,03068,09021,25030,06077,03083,03296,03059,08418
11313,11814,11313,14633,14119,11312,06025,03154,09246,06050,03068,03066,06066,43595,09022,03296,09021,25030,03059,06077,03083,11213
11323,11817,11323,11647,11457,11461,11251,11514,11827,11351,11893,11577,11207,11854,11458,11270,11485,11892,11575,11162,11768,14309
11327,11818,11327,22906,06070,09282,09176,18362,11809,11301,22954,11012,11705,11861,11478,11858,11468,11300,01052,09277,11114,18208
11329,11329,03131,03118,03128,11304,07053,09436,09218,09066,03047,11052,11053,11723,09064,06931,06190,11011,11707,06425,18938,11527
11333,11333,11976,09214,03142,06159,11714,09279,09238,09229,06428,09240,06452,09191,05051,09292,11729,06023,11056,09236,06063,09241
11334,11334,11822,11884,11530,11886,11540,03140,03136,03093,11549,11888,11547,18095,06001,06063,09105,11252,11143,06955,06015,03298
11820,11820,03100,06101,11581,11126,11463,11568,03099,11856,11464,11128,11759,11758,11866,11486,11164,11769,05027,11892,11575,11485
11821,11821,06071,03286,01003,11823,11824,22955,04631,11250,09181,03061,11591,06068,18326,11658,03114,11921,35156,08297,08298,08225
11822,11334,11822,11884,11530,11886,11540,03140,03136,03093,11549,11888,11547,18095,06001,06063,09105,11252,11143,06955,06015,03298
11823,11823,11824,11921,03061,11821,06068,03114,01003,06071,11658,03286,11943,03274,11591,22955,04631,11250,11158,11767,08417,08073
11824,11823,11824,11921,03061,11821,06068,03114,01003,06071,11658,03286,11943,03274,11591,22955,04631,11250,11158,11767,08417,08073
11826,11826,11345,09084,11344,09159,09274,09302,09167,03233,35179,12167,11923,16157,09306,19303,11113,09160,09318,19896,16069,19905
11827,11827,11351,11251,11514,11893,11577,11647,11162,11768,11512,11457,11817,11323,22953,11245,11891,11569,11087,11736,11461,11645
11828,11828,11674,11356,09275,09270,03210,09273,11357,11355,11399,11370,11358,11398,11403,09161,03001,09294,16070,16370,06449,11353
11829,11829,11363,14292,03112,09434,11831,11365,11400,11905,14302,43514,06194,14462,11900,11833,11367,11402,11901,11902,03147,43311
11830,11830,11364,11429,11289,11808,11299,11565,16103,19045,20075,20080,20074,08200,20012,11564,19367,06175,20072,09087,08388,11290
11831,11831,11365,11400,11829,11363,14292,03112,09434,11905,03147,11402,11833,11367,14302,43514,06194,11403,11900,14462,11901,11902
11833,11833,11367,43311,11905,06194,11355,03001,11398,09294,09434,11353,11588,11911,11912,03112,11365,11831,11906,11907,09273,11901
11845,11845,11423,03053,03054,11487,11446,11520,11863,11644,11232,11789,11204,11781,02044,11116,03055,03084,03085,03303,04128,08204
13434,13434,13428,13156,23590,13418,23598,13424,07043,13890,13864,13421,13892,13347,13407,23605,13878,13415,13893,03010,13350,13884
13439,13439,13391,13445,13930,13451,23600,23606,23569,13394,23638,13442,23570,13448,23610,23568,13454,23571,05186,23617,13918,13910
13442,13442,23600,23606,13394,23638,13448,23610,23629,23626,13454,13439,13391,13445,23617,23588,23568,23616,23569,23572,23571,23631
13445,13445,13451,13439,13391,23600,23606,13394,23638,13454,13448,23570,23610,23569,23588,13442,13930,23617,05182,10979,23568,23616
13448,13448,23610,23606,23600,13394,23638,13454,13442,23629,23588,23617,23616,13445,13439,13391,23626,17027,23631,13451,23584,23569
13451,13451,13445,13439,13391,23570,13930,23569,23600,23606,13394,23638,13454,23576,23573,23588,13448,23610,13442,23617,05182,10979
13454,13454,23610,13448,23638,13394,23606,23588,23600,13442,13445,23617,23616,23629,13439,13391,13451,23584,17027,10979,23569,23626
14238,14238,09152,09400,14242,17219,03117,14334,03265,14296,09128,14243,09126,09409,09123,43404,09120,14282,03167,09154,09124,09137
14242,14242,03117,09152,14238,09128,14334,09400,17219,09126,09409,14296,03265,43404,09154,14243,09123,03167,14323,09124,03268,09120
14243,14243,03265,09123,14282,09400,09120,09126,09124,43388,43404,09152,03167,14296,09059,14238,09130,03117,09128,17219,09183,09154
14262,14262,11965,09148,09215,11025,11711,03161,09217,11672,11467,11601,09207,19014,03168,35155,09206,03172,11897,11602,19013,11885
14264,14264,19175,14057,14084,19324,06183,19322,06455,02048,09016,14106,01124,20029,20400,06494,18169,20421,08121,09018,02053,06480
14267,14267,03158,03115,03174,09317,03153,03152,09116,03132,43346,09401,03116,03164,09319,03191,14341,11603,03143,09320,03133,03192
14277,14277,02055,11435,11851,11436,03267,19423,11380,08147,11808,11299,11564,16137,11255,11430,11852,11438,11565,09444,11285,11830
11344,11344,11826,11345,09274,09084,19013,09159,11724,11725,09266,09306,43215,04640,09318,09160,03959,11113,09057,19303,11518,09302
11345,11826,11345,09084,11344,09159,09274,09302,09167,03233,35179,12167,11923,16157,09306,19303,11113,09160,09318,19896,16069,19905
11349,11349,06053,09070,03119,05310,06456,05046,11206,05147,05098,05082,05107,05099,05096,05080,05045,09134,05083,05105,05073,19036
11351,11827,11351,11251,11514,11893,11577,11647,11162,11768,11512,11457,11817,11323,22953,11245,11891,11569,11087,11736,11461,11645
